symbol,name,cryptocurrency,currency,summary,exchange,market
AIB-CAD,AdvancedInternetBlocks CAD,AIB,CAD,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.00982457 USD and is down -2.45 over the last 24 hours. It is currently trading on 3 active market(s) with $8,001.40 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AIB-CNY,AdvancedInternetBlocks CNY,AIB,CNY,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.00982457 USD and is down -2.45 over the last 24 hours. It is currently trading on 3 active market(s) with $8,001.40 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AIB-ETH,AdvancedInternetBlocks ETH,AIB,ETH,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.00982457 USD and is down -2.45 over the last 24 hours. It is currently trading on 3 active market(s) with $8,001.40 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AIB-EUR,AdvancedInternetBlocks EUR,AIB,EUR,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.00982457 USD and is down -2.45 over the last 24 hours. It is currently trading on 3 active market(s) with $8,001.40 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AIB-GBP,AdvancedInternetBlocks GBP,AIB,GBP,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.01494895 USD and is down -1.65 over the last 24 hours. It is currently trading on 3 active market(s) with $10,485.82 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AIB-INR,AdvancedInternetBlocks INR,AIB,INR,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.00982457 USD and is down -2.45 over the last 24 hours. It is currently trading on 3 active market(s) with $8,001.40 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AIB-JPY,AdvancedInternetBlocks JPY,AIB,JPY,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.00982457 USD and is down -2.45 over the last 24 hours. It is currently trading on 3 active market(s) with $8,001.40 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AIB-KRW,AdvancedInternetBlocks KRW,AIB,KRW,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.00982457 USD and is down -2.45 over the last 24 hours. It is currently trading on 3 active market(s) with $8,001.40 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AIB-RUB,AdvancedInternetBlocks RUB,AIB,RUB,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.00982457 USD and is down -2.45 over the last 24 hours. It is currently trading on 3 active market(s) with $8,001.40 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AIB-USD,AdvancedInternetBlocks USD,AIB,USD,"Advanced Internet Blocks (AIB) is a cryptocurrency . Users are able to generate AIB through the process of mining. Advanced Internet Blocks has a current supply of 31,413,254,179.599998 with 0 in circulation. The last known price of Advanced Internet Blocks is 0.00982457 USD and is down -2.45 over the last 24 hours. It is currently trading on 3 active market(s) with $8,001.40 traded over the last 24 hours. More information can be found at http://aib.iobond.com/.",CCC,ccc_market
AION-EUR,Aion EUR,AION,EUR,"Aion (AION) is a cryptocurrency . Users are able to generate AION through the process of mining. Aion has a current supply of 492,427,074. The last known price of Aion is 0.34011307 USD and is down -1.19 over the last 24 hours. It is currently trading on 22 active market(s) with $17,451,027.65 traded over the last 24 hours. More information can be found at https://theoan.com/.",CCC,ccc_market
AION-GBP,Aion GBP,AION,GBP,"Aion (AION) is a cryptocurrency . Users are able to generate AION through the process of mining. Aion has a current supply of 492,427,074. The last known price of Aion is 0.34011307 USD and is down -1.19 over the last 24 hours. It is currently trading on 22 active market(s) with $17,451,027.65 traded over the last 24 hours. More information can be found at https://theoan.com/.",CCC,ccc_market
AION-INR,Aion INR,AION,INR,"Aion (AION) is a cryptocurrency . Users are able to generate AION through the process of mining. Aion has a current supply of 492,427,074. The last known price of Aion is 0.34011307 USD and is down -1.19 over the last 24 hours. It is currently trading on 22 active market(s) with $17,451,027.65 traded over the last 24 hours. More information can be found at https://theoan.com/.",CCC,ccc_market
AION-JPY,Aion JPY,AION,JPY,"Aion (AION) is a cryptocurrency . Users are able to generate AION through the process of mining. Aion has a current supply of 492,427,074. The last known price of Aion is 0.34011307 USD and is down -1.19 over the last 24 hours. It is currently trading on 22 active market(s) with $17,451,027.65 traded over the last 24 hours. More information can be found at https://theoan.com/.",CCC,ccc_market
AION-KRW,Aion KRW,AION,KRW,"Aion (AION) is a cryptocurrency . Users are able to generate AION through the process of mining. Aion has a current supply of 492,427,074. The last known price of Aion is 0.34011307 USD and is down -1.19 over the last 24 hours. It is currently trading on 22 active market(s) with $17,451,027.65 traded over the last 24 hours. More information can be found at https://theoan.com/.",CCC,ccc_market
AION-RUB,Aion RUB,AION,RUB,"Aion (AION) is a cryptocurrency . Users are able to generate AION through the process of mining. Aion has a current supply of 492,427,074. The last known price of Aion is 0.34011307 USD and is down -1.19 over the last 24 hours. It is currently trading on 22 active market(s) with $17,451,027.65 traded over the last 24 hours. More information can be found at https://theoan.com/.",CCC,ccc_market
AION-USD,Aion USD,AION,USD,"Aion (AION) is a cryptocurrency . Users are able to generate AION through the process of mining. Aion has a current supply of 492,427,074. The last known price of Aion is 0.34011307 USD and is down -1.19 over the last 24 hours. It is currently trading on 22 active market(s) with $17,451,027.65 traded over the last 24 hours. More information can be found at https://theoan.com/.",CCC,ccc_market
ALGO-AUD,Algorand AUD,ALGO,AUD,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-BTC,Algorand BTC,ALGO,BTC,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-CAD,Algorand CAD,ALGO,CAD,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-CNY,Algorand CNY,ALGO,CNY,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-ETH,Algorand ETH,ALGO,ETH,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-EUR,Algorand EUR,ALGO,EUR,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-GBP,Algorand GBP,ALGO,GBP,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-INR,Algorand INR,ALGO,INR,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-JPY,Algorand JPY,ALGO,JPY,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-KRW,Algorand KRW,ALGO,KRW,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
ALGO-RUB,Algorand RUB,ALGO,RUB,"Algorand (ALGO) is a cryptocurrency . Algorand has a current supply of 5,460,339,764.743012 with 2,970,458,719.773686 in circulation. The last known price of Algorand is 1.41039202 USD and is down -0.94 over the last 24 hours. It is currently trading on 133 active market(s) with $313,087,243.68 traded over the last 24 hours. More information can be found at http://algorand.foundation.",CCC,ccc_market
