symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
TKMS.DE,Tkms AG& Co KGaA,,,,,Aerospace & Defense,,,,Germany,,,,,,,,,,,False
TKUGF,Takeuchi Manufacturing Co Ltd,,,Industrials,Capital Goods,Machinery,,,,Japan,,,,,,,,,,,False
TLC.AX,Lottery Corp Ltd/The,,,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",,,,Australia,,,,,,,,,,,False
TNGRF,Thungela Resources Ltd,,,Energy,Energy,"Oil, Gas & Consumable Fuels",,,,South Africa,,,,,,,,,,,False
TPROM.XC,Technoprobe,,,,,,,,,Italy,,,,,,,,,,,False
TRK.WA,Trakcja,,,,,,,,,Poland,,,,,,,,,,,False
TRONU,,,,,,,,,,,,,,,Nano Cap,,,,,,True
TRUE-B.ST,Truecaller AB,,,Information Technology,Software & Services,Software,,,,Sweden,,,,,,,,,,,False
TVAVF,Tel Aviv Stock Exchange,,,,,,,,,Israel,,,,,,,,,,,False
TVLMF,,,,,,,,,,,,,,,,,,,,,False
UMG.AS,Universal Music Group NV,"Universal Music Group N.V. stands as a leading global music entertainment corporation, organized into Recorded Music, Music Publishing, and Merchandising & Other divisions, representing around 250 artists and brands across roughly 50 labels. Founded in 2020, Universal Music Group N.V. is headquartered in Hilversum, the Netherlands.",,Communication Services,Media & Entertainment,Entertainment,,,,Netherlands,,Hilversum,1217 EW,https://www.universalmusic.com,Large Cap,,,,,,False
UROV,,,,,,,,,,,,,,,,,,,,,False
VEND.OL,Vend Marketplaces ASA,,,,,Interactive Media & Services,,,,Norway,,,,,,,,,,,False
VGFCQ,The Very Good Food Company,,,,,,,,,Canada,BC,,,,,,,,,,False
VIMIAN.ST,Vimian Group AB,,,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,,,,Sweden,,,,,,,,,,,False
VIRI.PA,Viridien,,,Energy,Energy,Energy Equipment & Services,,,,France,,,,,,,,,,,False
VNT.AX,Ventia Services Group Pty Ltd,,,,,Construction & Engineering,,,,Australia,,,,,,,,,,,False
